Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Ferntree Gully,72 Ormonde Rd,4,h,890000.0,S,Ray,2017-07-29,24.8,3156.0,4.0,2.0,2.0,659.0,177.0,1992.0,Knox City Council,-37.89508,145.27879,Eastern Metropolitan,10788.0
Footscray,703/250 Barkly St,2,u,870000.0,PI,Jas,2017-07-29,5.1,3011.0,2.0,1.0,1.0,1909.0,95.0,2007.0,Maribyrnong City Council,-37.79919,144.89607,Western Metropolitan,7570.0
Footscray,9/51 Napier St,2,u,370000.0,VB,Jas,2017-07-29,5.1,3011.0,2.0,1.0,1.0,0.0,60.0,1960.0,Maribyrnong City Council,-37.80474,144.9021,Western Metropolitan,7570.0
Frankston,55 Margate Av,4,h,680000.0,VB,hockingstuart,2017-07-29,38.0,3199.0,4.0,2.0,3.0,767.0,210.0,1980.0,Frankston City Council,-38.16147,145.14285,South-Eastern Metropolitan,17055.0
Frankston North,7 Wirilda Cr,3,h,570000.0,SP,C21,2017-07-29,36.9,3200.0,3.0,1.0,4.0,632.0,104.0,1960.0,Frankston City Council,-38.11984,145.16209,Eastern Victoria,2500.0
Frankston South,90 Yuille St,4,h,945000.0,S,Bowman,2017-07-29,38.0,3199.0,4.0,2.0,2.0,694.0,265.0,2009.0,Frankston City Council,-38.16227,145.1208,South-Eastern Metropolitan,7566.0
Glen Huntly,1/1110 Glen Huntly Rd,2,u,450000.0,S,Woodards,2017-07-29,10.1,3163.0,2.0,1.0,1.0,0.0,77.0,2010.0,Glen Eira City Council,-37.88937,145.04038,Southern Metropolitan,2403.0
Glen Iris,2/26 Edgar St,2,u,870000.0,PN,hockingstuart,2017-07-29,7.3,3146.0,2.0,1.0,1.0,0.0,81.0,1960.0,Boroondara City Council,-37.85572,145.04553,Southern Metropolitan,10412.0
Glen Iris,4/1508 Malvern Rd,2,t,955000.0,S,Jellis,2017-07-29,7.3,3146.0,2.0,1.0,1.0,197.0,1.0,1970.0,Boroondara City Council,-37.85448,145.0485,Southern Metropolitan,10412.0
Glenroy,20A Apsley St,3,h,820000.0,S,Stockdale,2017-07-29,11.2,3046.0,3.0,1.0,4.0,650.0,135.0,1950.0,Moreland City Council,-37.70768,144.92586,Northern Metropolitan,8870.0
Glenroy,69 Melbourne Av,3,h,680000.0,S,FN,2017-07-29,11.2,3046.0,3.0,1.0,1.0,422.0,104.0,1960.0,Moreland City Council,-37.70425,144.93164,Northern Metropolitan,8870.0
Glenroy,1/96 Plumpton Av,3,u,870000.0,PI,Barry,2017-07-29,11.2,3046.0,3.0,2.0,1.0,845.0,122.0,2012.0,Moreland City Council,-37.707,144.92165,Northern Metropolitan,8870.0
Greensborough,50 Albion Cr,4,h,770000.0,PI,Darren,2017-07-29,16.1,3088.0,4.0,2.0,2.0,789.0,169.0,1975.0,Banyule City Council,-37.69646,145.12163,Northern Metropolitan,8524.0
Greensborough,12 Yangoora Pl,4,h,900000.0,S,Morrison,2017-07-29,16.1,3088.0,4.0,3.0,1.0,807.0,190.0,1975.0,Banyule City Council,-37.70077,145.12743,Northern Metropolitan,8524.0
Hampton,41 Imbros St,5,h,870000.0,S,hockingstuart,2017-07-29,13.8,3188.0,5.0,3.0,2.0,856.0,236.0,1920.0,Bayside City Council,-37.93281,145.01097,Southern Metropolitan,5454.0
Heidelberg,34 Berkeley Av,3,h,870000.0,SN,Miles,2017-07-29,8.9,3084.0,3.0,2.0,2.0,664.0,178.0,1960.0,Banyule City Council,-37.74779,145.08183,Eastern Metropolitan,2890.0
Heidelberg,2/14 Edgar St,3,t,835000.0,VB,hockingstuart,2017-07-29,8.9,3084.0,3.0,2.0,2.0,161.0,135.0,2010.0,Banyule City Council,-37.74897,145.07024,Eastern Metropolitan,2890.0
Highett,1/12 Jillian Av,3,t,1200000.0,S,Charlton,2017-07-29,16.0,3190.0,3.0,1.0,2.0,269.0,125.0,2000.0,Bayside City Council,-37.94775,145.02379,Southern Metropolitan,4794.0
Highett,1/1 Peterson St,3,t,1030000.0,PI,Hodges,2017-07-29,16.0,3190.0,3.0,2.0,2.0,240.0,180.0,2006.0,Bayside City Council,-37.9461,145.02432,Southern Metropolitan,4794.0
Highett,31 The Crescent,4,t,1200000.0,S,hockingstuart,2017-07-29,16.0,3190.0,4.0,2.0,2.0,304.0,183.0,2007.0,Bayside City Council,-37.94633,145.04947,Southern Metropolitan,4794.0
Highett,46 Wilson St,2,h,1150000.0,PI,hockingstuart,2017-07-29,16.0,3190.0,2.0,1.0,2.0,591.0,100.0,1950.0,Bayside City Council,-37.94763,145.02717,Southern Metropolitan,4794.0
Hillside,20 Viridian Dr,4,h,618350.0,S,YPA,2017-07-29,18.0,3037.0,4.0,2.0,2.0,542.0,221.0,2009.0,Brimbank City Council,-37.68104,144.74608,Western Metropolitan,5556.0
Hoppers Crossing,7 Brooke Ct,3,h,540000.0,S,Ray,2017-07-29,18.4,3029.0,3.0,2.0,2.0,580.0,200.0,1990.0,Wyndham City Council,-37.87447,144.66771,Western Metropolitan,13830.0
Hoppers Crossing,27 Empire Dr,3,h,870000.0,PI,Barry,2017-07-29,18.4,3029.0,3.0,2.0,1.0,435.0,156.0,2003.0,Wyndham City Council,-37.85158,144.70393,Western Metropolitan,13830.0
Hoppers Crossing,4 Gildan Ct,4,h,870000.0,SN,Barry,2017-07-29,18.4,3029.0,4.0,2.0,6.0,1468.0,206.0,1998.0,Wyndham City Council,-37.87618,144.70797,Western Metropolitan,13830.0
Keilor Park,45 Collinson St,3,h,750000.0,S,Nelson,2017-07-29,10.4,3042.0,3.0,2.0,2.0,761.0,222.0,1980.0,Brimbank City Council,-37.72224,144.85739,Western Metropolitan,1119.0
Keilor Park,26 Snow St,5,h,765000.0,SP,McDonald,2017-07-29,10.4,3042.0,5.0,3.0,4.0,650.0,178.0,1970.0,Brimbank City Council,-37.72285,144.86073,Western Metropolitan,1119.0
Kensington,32 Collett St,2,h,870000.0,SP,Nelson,2017-07-29,3.4,3031.0,2.0,1.0,0.0,165.0,80.0,1900.0,Melbourne City Council,-37.7904,144.93325,Northern Metropolitan,5263.0
Kew,6/385 Barkers Rd,3,t,1405000.0,S,Buckingham,2017-07-29,5.4,3101.0,3.0,2.0,2.0,325.0,129.0,1980.0,Boroondara City Council,-37.81614,145.05056,Southern Metropolitan,10331.0
Kew,1/21 Hartington St,2,u,870000.0,PI,Nelson,2017-07-29,5.4,3101.0,2.0,1.0,1.0,0.0,78.0,1976.0,Boroondara City Council,-37.8014,145.042,Southern Metropolitan,10331.0
Keysborough,28 Eildon Dr,3,h,745000.0,SP,Biggin,2017-07-29,25.2,3173.0,3.0,1.0,4.0,540.0,108.0,1980.0,Greater Dandenong City Council,-37.9884,145.15925,South-Eastern Metropolitan,8459.0
Kurunjang,55 Dunvegan Dr,3,h,375000.0,SP,hockingstuart,2017-07-29,31.7,3337.0,3.0,2.0,1.0,637.0,131.0,1980.0,Melton City Council,-37.66195,144.59785,Northern Victoria,3553.0
Lalor,2/7 Cooma Ct,2,u,444000.0,S,HAR,2017-07-29,16.3,3075.0,2.0,1.0,1.0,277.0,100.0,1980.0,Whittlesea City Council,-37.66612,145.0008,Northern Metropolitan,8279.0
Lalor,168 Darebin Dr,3,h,544000.0,S,Langwell,2017-07-29,16.3,3075.0,3.0,1.0,2.0,534.0,129.0,1960.0,Whittlesea City Council,-37.67024,145.03644,Northern Metropolitan,8279.0
Lalor,52 Monash St,3,h,580500.0,S,Love,2017-07-29,16.3,3075.0,3.0,1.0,1.0,532.0,934.0,1980.0,Whittlesea City Council,-37.66101,145.02568,Northern Metropolitan,8279.0
Maidstone,1/1 Clarendon St,3,t,670000.0,SP,Jas,2017-07-29,6.4,3012.0,3.0,2.0,2.0,159.0,128.0,2016.0,Maribyrnong City Council,-37.78502,144.86733,Western Metropolitan,3873.0
Maidstone,2/166 Mitchell St,4,t,821000.0,S,Jas,2017-07-29,6.4,3012.0,4.0,3.0,2.0,294.0,151.0,2014.0,Maribyrnong City Council,-37.78133,144.86768,Western Metropolitan,3873.0
Meadow Heights,2/11 Dutton Ct,3,t,360000.0,SP,RW,2017-07-29,17.4,3048.0,3.0,1.0,1.0,154.0,108.0,2008.0,Hume City Council,-37.64992,144.91883,Northern Metropolitan,4704.0
Meadow Heights,19 Papworth Pl,3,h,510000.0,SP,Barry,2017-07-29,17.4,3048.0,3.0,1.0,1.0,670.0,101.0,1960.0,Hume City Council,-37.65168,144.91868,Northern Metropolitan,4704.0
Melbourne,709/87 Franklin St,2,u,565000.0,S,MICM,2017-07-29,0.0,3000.0,2.0,1.0,0.0,89.0,85.0,2003.0,Melbourne City Council,-37.80802,144.96168,Northern Metropolitan,17496.0
Melton South,48 Manson Dr,3,h,385000.0,S,YPA,2017-07-29,29.8,3338.0,3.0,1.0,2.0,670.0,124.0,1975.0,Melton City Council,-37.70228,144.57688,Western Victoria,4718.0
Melton West,20 Linlithgow Wy,4,h,427500.0,S,hockingstuart,2017-07-29,31.7,3337.0,4.0,1.0,2.0,865.0,129.92,1980.0,Melton City Council,-37.67396,144.55784,Northern Victoria,6065.0
Mill Park,14 Jasmine Dr,3,h,668000.0,S,Ray,2017-07-29,17.9,3082.0,3.0,2.0,1.0,555.0,196.0,1990.0,Whittlesea City Council,-37.6764,145.05085,Northern Metropolitan,10529.0
Mill Park,14 Medlar Ct,3,h,650000.0,PI,Ray,2017-07-29,17.9,3082.0,3.0,2.0,1.0,661.0,141.0,1990.0,Whittlesea City Council,-37.66898,145.07209,Northern Metropolitan,10529.0
Mont Albert,3/81 Victoria Cr,2,u,870000.0,SA,Fletchers,2017-07-29,10.2,3127.0,2.0,1.0,1.0,146.0,81.0,1960.0,Boroondara City Council,-37.81336,145.10942,Eastern Metropolitan,2079.0
Moonee Ponds,90 Bent St,4,h,1400000.0,PI,Hodges,2017-07-29,6.2,3039.0,4.0,2.0,1.0,375.0,200.0,1930.0,Moonee Valley City Council,-37.76261,144.93249,Western Metropolitan,6232.0
Mooroolbark,149 Manchester Rd,3,h,696000.0,S,Fletchers,2017-07-29,26.5,3138.0,3.0,1.0,2.0,886.0,120.0,1960.0,Yarra Ranges Shire Council,-37.7753,145.31266,Eastern Victoria,8280.0
Mount Waverley,16 Walker Rd,3,h,1406000.0,S,Ray,2017-07-29,14.2,3149.0,3.0,2.0,2.0,660.0,133.0,1960.0,Monash City Council,-37.86198,145.139,Eastern Metropolitan,13366.0
Mulgrave,5 Grainger Ct,3,h,1001000.0,S,Harcourts,2017-07-29,18.8,3170.0,3.0,1.0,2.0,727.0,168.0,1970.0,Monash City Council,-37.9128,145.16152,South-Eastern Metropolitan,7113.0
Murrumbeena,2/20 Gerald St,2,u,540000.0,VB,Weston,2017-07-29,10.1,3163.0,2.0,1.0,1.0,80.0,67.0,1970.0,Glen Eira City Council,-37.89563,145.06992,Southern Metropolitan,4442.0
Murrumbeena,1/48 Kangaroo Rd,2,u,910000.0,S,hockingstuart,2017-07-29,10.1,3163.0,2.0,1.0,2.0,402.0,106.0,1970.0,Glen Eira City Council,-37.89801,145.07104,Southern Metropolitan,4442.0
Murrumbeena,8/25 Omama Rd,1,u,295000.0,PI,Thomson,2017-07-29,10.1,3163.0,1.0,1.0,1.0,0.0,45.0,1970.0,Glen Eira City Council,-37.89022,145.07333,Southern Metropolitan,4442.0
Narre Warren,9 Western Wy,3,h,870000.0,SN,Barry,2017-07-29,34.1,3805.0,3.0,1.0,2.0,819.0,91.0,1971.0,Casey City Council,-38.02122,145.29737,South-Eastern Metropolitan,9376.0
Newport,22/4 Mason St,2,u,582000.0,SP,Gunn&Co,2017-07-29,6.2,3015.0,2.0,1.0,1.0,963.0,86.0,2012.0,Hobsons Bay City Council,-37.84212,144.88211,Western Metropolitan,5498.0
Noble Park,38 Dunblane Rd,3,h,695000.0,S,Barry,2017-07-29,22.7,3174.0,3.0,1.0,1.0,671.0,142.0,1950.0,Greater Dandenong City Council,-37.962,145.18035,South-Eastern Metropolitan,11806.0
Northcote,30 Johnson St,4,h,1515000.0,S,Jellis,2017-07-29,5.3,3070.0,4.0,1.0,2.0,318.0,161.0,1920.0,Darebin City Council,-37.7631,144.99884,Northern Metropolitan,11364.0
Northcote,5 Lees St,2,h,870000.0,SN,Barry,2017-07-29,5.3,3070.0,2.0,1.0,1.0,374.0,102.0,1935.0,Darebin City Council,-37.77836,145.00897,Northern Metropolitan,11364.0
Nunawading,2/281 Springvale Rd,3,u,813000.0,S,Ray,2017-07-29,15.4,3131.0,3.0,2.0,2.0,266.0,134.0,2001.0,Manningham City Council,-37.82923,145.1744,Eastern Metropolitan,4973.0
Oak Park,2/36 Curie Av,2,t,545000.0,PI,Hodges,2017-07-29,11.2,3046.0,2.0,1.0,1.0,0.0,80.0,2013.0,Moreland City Council,-37.71652,144.92268,Northern Metropolitan,2651.0
Oak Park,15 Nerissa Gr,4,h,1300000.0,PI,Woodards,2017-07-29,11.2,3046.0,4.0,2.0,2.0,866.0,175.0,1960.0,Moreland City Council,-37.71979,144.92341,Northern Metropolitan,2651.0
Oak Park,88 Vincent St,4,h,1260000.0,S,Considine,2017-07-29,11.2,3046.0,4.0,2.0,2.0,656.0,204.0,1960.0,Moreland City Council,-37.71652,144.91211,Northern Metropolitan,2651.0
Pascoe Vale,231 Derby St,6,h,870000.0,S,Barry,2017-07-29,8.5,3044.0,6.0,5.0,2.0,633.0,436.64,2013.0,Moreland City Council,-37.7182,144.9478,Northern Metropolitan,7485.0
Pascoe Vale,61 Pardy St,3,h,940000.0,SP,hockingstuart,2017-07-29,8.5,3044.0,3.0,1.0,1.0,559.0,109.0,1955.0,Moreland City Council,-37.7327,144.92966,Northern Metropolitan,7485.0
Point Cook,23 Boathaven Rd,4,h,620000.0,S,hockingstuart,2017-07-29,14.7,3030.0,4.0,2.0,2.0,448.0,238.0,2011.0,Wyndham City Council,-37.91269,144.73946,Western Metropolitan,15542.0
Point Cook,48 Dalkeith Dr,4,h,870000.0,SP,Reliance,2017-07-29,14.7,3030.0,4.0,2.0,2.0,626.0,212.0,2003.0,Wyndham City Council,-37.8916,144.7475,Western Metropolitan,15542.0
Point Cook,3 Sage Cl,4,h,870000.0,PI,Ray,2017-07-29,14.7,3030.0,4.0,2.0,2.0,612.0,271.0,2004.0,Wyndham City Council,-37.88573,144.73359,Western Metropolitan,15542.0
Port Melbourne,83 Evans St,2,h,1722500.0,S,Marshall,2017-07-29,3.5,3207.0,2.0,1.0,0.0,101.0,75.0,1900.0,Melbourne City Council,-37.83446,144.94021,Southern Metropolitan,8648.0
Prahran,59 Perth St,2,h,870000.0,SP,Hodges,2017-07-29,4.6,3181.0,2.0,1.0,0.0,121.0,84.0,1900.0,Stonnington City Council,-37.84736,144.98767,Southern Metropolitan,7717.0
Preston,20 Austral Av,4,h,1485000.0,S,McGrath,2017-07-29,8.4,3072.0,4.0,1.0,2.0,509.0,202.0,1920.0,Darebin City Council,-37.74684,144.9933,Northern Metropolitan,14577.0
Reservoir,1/33 Oconnor St,2,t,672000.0,S,hockingstuart,2017-07-29,12.0,3073.0,2.0,1.0,1.0,243.0,120.0,2012.0,Darebin City Council,-37.71045,145.0018,Northern Metropolitan,21650.0
Richmond,5/33 Davison St,1,u,330000.0,VB,Marshall,2017-07-29,2.4,3121.0,1.0,1.0,1.0,0.0,43.7,1970.0,Yarra City Council,-37.81317,145.00834,Northern Metropolitan,14949.0
Richmond,20 Somerset St,3,h,870000.0,PI,Philip,2017-07-29,2.4,3121.0,3.0,1.0,0.0,136.0,90.0,1900.0,Yarra City Council,-37.81566,145.00102,Northern Metropolitan,14949.0
Ringwood East,23 Rosedale Cr,3,h,1400000.0,S,HAR,2017-07-29,21.3,3135.0,3.0,2.0,4.0,941.0,97.0,1950.0,Maroondah City Council,-37.81289,145.24213,Eastern Metropolitan,4407.0
Ripponlea,10/199 Hotham St,2,u,558500.0,SP,Buxton,2017-07-29,7.2,3185.0,2.0,1.0,1.0,1453.0,63.0,1970.0,Port Phillip City Council,-37.87827,144.99752,Southern Metropolitan,821.0
Roxburgh Park,13 McKinley Dr,3,h,460000.0,S,YPA,2017-07-29,20.6,3064.0,3.0,2.0,3.0,266.0,153.0,2000.0,Hume City Council,-37.63544,144.93274,Northern Metropolitan,5833.0
Roxburgh Park,10 Sheridan Wy,3,h,490000.0,S,Ray,2017-07-29,20.6,3064.0,3.0,2.0,2.0,400.0,143.0,1996.0,Hume City Council,-37.62584,144.92506,Northern Metropolitan,5833.0
Sandringham,6 Duff St,4,h,1660000.0,S,hockingstuart,2017-07-29,15.2,3191.0,4.0,2.0,2.0,390.0,235.0,2004.0,Bayside City Council,-37.96,145.02068,Southern Metropolitan,4497.0
Sandringham,1/10 Reno Rd,4,h,1235000.0,S,Hodges,2017-07-29,15.2,3191.0,4.0,2.0,2.0,404.0,165.0,1925.0,Bayside City Council,-37.95882,145.02138,Southern Metropolitan,4497.0
Seaford,18 Catron St,4,h,870000.0,S,hockingstuart,2017-07-29,35.4,3198.0,4.0,2.0,2.0,771.0,160.0,1965.0,Frankston City Council,-38.10052,145.13397,South-Eastern Metropolitan,8077.0
Seaford,13 Hayman Av,4,h,880000.0,S,O'Brien,2017-07-29,35.4,3198.0,4.0,2.0,2.0,535.0,199.0,1970.0,Frankston City Council,-38.09683,145.12981,South-Eastern Metropolitan,8077.0
Seddon,2/70 Windsor St,2,h,945000.0,SP,Village,2017-07-29,5.1,3011.0,2.0,1.0,1.0,126.0,65.0,1890.0,Maribyrnong City Council,-37.80473,144.89095,Western Metropolitan,2417.0
South Kingsville,89A New St,3,t,730000.0,S,Sweeney,2017-07-29,6.2,3015.0,3.0,2.0,2.0,340.0,135.0,2000.0,Hobsons Bay City Council,-37.83172,144.86683,Western Metropolitan,984.0
South Melbourne,372 Coventry St,2,h,980000.0,VB,Marshall,2017-07-29,1.9,3205.0,2.0,1.0,0.0,64.0,112.0,2000.0,Port Phillip City Council,-37.83326,144.95464,Southern Metropolitan,5943.0
South Morang,35 Astair Av,4,h,870000.0,PI,HAR,2017-07-29,20.5,3752.0,4.0,2.0,2.0,344.0,170.0,2000.0,Whittlesea City Council,-37.63343,145.06966,Northern Metropolitan,7969.0
South Yarra,10E Cromwell Rd,3,t,870000.0,S,Jellis,2017-07-29,2.7,3141.0,3.0,1.0,2.0,112.0,143.0,1990.0,Melbourne City Council,-37.84613,144.99995,Southern Metropolitan,14887.0
South Yarra,9/17 Howitt St,2,u,570000.0,VB,Ray,2017-07-29,2.7,3141.0,2.0,1.0,1.0,0.0,64.0,1965.0,Melbourne City Council,-37.84679,145.00206,Southern Metropolitan,14887.0
St Kilda,45/151 Fitzroy St,2,u,600000.0,VB,hockingstuart,2017-07-29,5.0,3182.0,2.0,1.0,1.0,0.0,82.0,1930.0,Port Phillip City Council,-37.85911,144.979,Southern Metropolitan,13240.0
Sunbury,1/6 Anthony St,2,u,360000.0,SP,Brad,2017-07-29,31.7,3429.0,2.0,1.0,1.0,143.0,112.0,1999.0,Hume City Council,-37.57063,144.70693,Western Metropolitan,14092.0
Sunbury,16 Learmonth St,3,h,870000.0,SN,Barry,2017-07-29,31.7,3429.0,3.0,1.0,1.0,580.0,113.0,1980.0,Hume City Council,-37.58113,144.69847,Western Metropolitan,14092.0
Sunbury,19 Muirfield Dr,3,h,475000.0,S,Leeburn,2017-07-29,31.7,3429.0,3.0,1.0,4.0,754.0,131.0,1985.0,Hume City Council,-37.58442,144.75565,Western Metropolitan,14092.0
Sunbury,26 Xavier Ct,3,h,495000.0,S,One,2017-07-29,31.7,3429.0,3.0,2.0,2.0,563.0,150.0,1994.0,Hume City Council,-37.57499,144.75329,Western Metropolitan,14092.0
Sunshine West,2 Day St,3,h,695000.0,S,Barry,2017-07-29,10.5,3020.0,3.0,1.0,0.0,694.0,113.6,1950.0,Brimbank City Council,-37.78871,144.81369,Western Metropolitan,6763.0
Sunshine West,73 Hilma St,3,h,760000.0,S,Barry,2017-07-29,10.5,3020.0,3.0,1.0,2.0,1143.0,100.0,1980.0,Brimbank City Council,-37.79135,144.79948,Western Metropolitan,6763.0
Sunshine West,18 Marchant Cr,3,h,583500.0,S,S&L,2017-07-29,10.5,3020.0,3.0,1.0,1.0,672.0,110.0,1970.0,Brimbank City Council,-37.80118,144.80996,Western Metropolitan,6763.0
Sydenham,23 Contursi Dr,3,h,585000.0,S,Prof.,2017-07-29,18.0,3037.0,3.0,2.0,2.0,662.0,232.0,2004.0,Brimbank City Council,-37.70525,144.75699,Western Metropolitan,3640.0
Tarneit,27 Chesterton Av,4,h,870000.0,SN,Barry,2017-07-29,18.4,3029.0,4.0,2.0,2.0,597.0,203.0,2004.0,Wyndham City Council,-37.86726,144.65981,Western Metropolitan,10160.0
Templestowe Lower,51 Jeffrey St,3,h,1245000.0,S,Barry,2017-07-29,12.4,3107.0,3.0,2.0,2.0,779.0,135.0,1970.0,Manningham City Council,-37.76311,145.10494,Eastern Metropolitan,5420.0
Thomastown,2/1 Charles St,2,u,407000.0,S,HAR,2017-07-29,15.3,3074.0,2.0,1.0,1.0,140.0,78.0,2010.0,Whittlesea City Council,-37.68199,145.01744,Northern Metropolitan,7955.0
Thornbury,13 Rayment St,3,h,891000.0,S,Nelson,2017-07-29,7.0,3071.0,3.0,2.0,2.0,199.0,140.0,1999.0,Darebin City Council,-37.75948,144.99615,Northern Metropolitan,8870.0
Tullamarine,1/171 Melrose Dr,3,h,615500.0,S,hockingstuart,2017-07-29,12.9,3043.0,3.0,2.0,1.0,238.0,118.0,2011.0,Brimbank City Council,-37.70322,144.88236,Western Metropolitan,3296.0
Tullamarine,9/200 Melrose Dr,2,u,300000.0,SP,Jason,2017-07-29,12.9,3043.0,2.0,1.0,1.0,0.0,66.32,1980.0,Brimbank City Council,-37.69815,144.88019,Western Metropolitan,3296.0
Wantirna South,11 Kirrum Cl,5,h,1310000.0,S,Harcourts,2017-07-29,14.7,3152.0,5.0,3.0,2.0,818.0,255.0,1985.0,Knox City Council,-37.87846,145.24212,Eastern Metropolitan,7082.0
Werribee,18 Conquest Dr,4,h,645000.0,PI,hockingstuart,2017-07-29,14.7,3030.0,4.0,2.0,2.0,555.0,237.0,2002.0,Wyndham City Council,-37.89359,144.66911,Western Metropolitan,16166.0
Werribee,46 Coventry Dr,4,h,482500.0,S,YPA,2017-07-29,14.7,3030.0,4.0,2.0,0.0,533.0,170.0,1980.0,Wyndham City Council,-37.89337,144.64003,Western Metropolitan,16166.0
Werribee,13b Kingfisher Ct,3,u,394000.0,PI,hockingstuart,2017-07-29,14.7,3030.0,3.0,2.0,4.0,287.0,137.0,2013.0,Wyndham City Council,-37.87895,144.6707,Western Metropolitan,16166.0
Westmeadows,43 Bamford Av,4,h,821000.0,S,YPA,2017-07-29,16.5,3049.0,4.0,3.0,2.0,544.0,264.0,1997.0,Hume City Council,-37.67841,144.87924,Northern Metropolitan,2474.0
Westmeadows,170 Erinbank Cr,3,h,870000.0,SP,Stockdale,2017-07-29,16.5,3049.0,3.0,1.0,2.0,560.0,107.0,1970.0,Hume City Council,-37.6697,144.90204,Northern Metropolitan,2474.0
Westmeadows,4 Pershore Ct,3,h,635000.0,S,Barry,2017-07-29,16.5,3049.0,3.0,2.0,1.0,691.0,177.0,1975.0,Hume City Council,-37.68026,144.88468,Northern Metropolitan,2474.0
Wheelers Hill,9 Xavier Dr,4,h,870000.0,PN,Harcourts,2017-07-29,16.7,3150.0,4.0,2.0,2.0,656.0,175.0,1980.0,Monash City Council,-37.92009,145.18449,South-Eastern Metropolitan,7392.0
Whittlesea,30 Sherwin St,3,h,601000.0,S,Ray,2017-07-29,35.5,3757.0,3.0,2.0,1.0,972.0,149.0,1996.0,Whittlesea City Council,-37.51232,145.13282,Northern Victoria,2170.0
Williamstown,75 Cecil St,3,h,1050000.0,VB,Williams,2017-07-29,6.8,3016.0,3.0,1.0,0.0,179.0,115.0,1890.0,Hobsons Bay City Council,-37.86558,144.90474,Western Metropolitan,6380.0
Williamstown,2/29 Dover Rd,1,u,385000.0,SP,Williams,2017-07-29,6.8,3016.0,1.0,1.0,1.0,0.0,35.64,1967.0,Hobsons Bay City Council,-37.85588,144.89936,Western Metropolitan,6380.0
Windsor,201/152 Peel St,2,u,560000.0,PI,hockingstuart,2017-07-29,4.6,3181.0,2.0,1.0,1.0,0.0,61.6,2012.0,Port Phillip City Council,-37.85581,144.99025,Southern Metropolitan,4380.0
Aberfeldie,1 Alma St,4,h,1436000.0,S,Brad,2017-09-03,7.5,3040.0,4.0,3.0,3.0,511.0,187.0,1922.0,Moonee Valley City Council,-37.75788,144.90487,Western Metropolitan,1543.0
Altona,86 Grieve Pde,3,h,913000.0,S,Greg,2017-09-03,11.0,3018.0,3.0,2.0,3.0,530.0,148.0,1985.0,Hobsons Bay City Council,-37.8614,144.81931,Western Metropolitan,5301.0
Altona North,95 Marion St,3,h,1070000.0,PI,RT,2017-09-03,9.4,3025.0,3.0,1.0,3.0,693.0,134.0,1950.0,Hobsons Bay City Council,-37.83511,144.84905,Western Metropolitan,5132.0
Ashburton,35 Morotai Av,4,t,870000.0,PI,Buxton,2017-09-03,10.2,3147.0,4.0,3.0,2.0,286.0,234.0,2014.0,Boroondara City Council,-37.86697,145.08165,Southern Metropolitan,3052.0
Balaclava,16/109 Hotham St,2,u,600000.0,VB,Buxton,2017-09-03,6.4,3183.0,2.0,1.0,1.0,2283.0,85.0,1980.0,Port Phillip City Council,-37.87078,144.99898,Southern Metropolitan,2952.0
Bayswater,3 Grieve St,3,h,824000.0,S,One,2017-09-03,23.2,3153.0,3.0,1.0,2.0,725.0,112.0,1980.0,Knox City Council,-37.85063,145.25802,Eastern Metropolitan,5030.0
Bentleigh East,11 Cormick St,3,h,870000.0,VB,Buxton,2017-09-03,13.8,3165.0,3.0,2.0,1.0,337.0,170.0,1971.0,Glen Eira City Council,-37.92187,145.07292,Southern Metropolitan,10969.0
Bentleigh East,3 Namron St,3,h,870000.0,PI,Buxton,2017-09-03,13.8,3165.0,3.0,1.0,2.0,589.0,126.0,1970.0,Glen Eira City Council,-37.9341,145.067,Southern Metropolitan,10969.0
Bentleigh East,45 Tambet St,3,h,1470000.0,SP,Buxton,2017-09-03,13.8,3165.0,3.0,2.0,2.0,616.0,154.0,1960.0,Glen Eira City Council,-37.91506,145.07121,Southern Metropolitan,10969.0
Berwick,18 Viewgrand Dr,4,h,975000.0,SP,Harcourts,2017-09-03,35.2,3806.0,4.0,3.0,2.0,675.0,332.0,2005.0,Casey City Council,-38.06508,145.35417,Eastern Victoria,17093.0
Blackburn North,15 Merle St,4,h,1375000.0,S,Jellis,2017-09-03,13.4,3130.0,4.0,1.0,3.0,757.0,150.0,1968.0,Whitehorse City Council,-37.80815,145.15441,Eastern Metropolitan,2867.0
Box Hill,6 Parkside Av,2,h,1820000.0,SP,Buxton,2017-09-03,10.9,3128.0,2.0,1.0,2.0,701.0,94.0,1940.0,Whitehorse City Council,-37.82756,145.11897,Eastern Metropolitan,4605.0
Brighton,81 Carpenter St,5,h,870000.0,PI,Hodges,2017-09-03,10.5,3186.0,5.0,4.0,2.0,472.0,292.0,2013.0,Bayside City Council,-37.91038,144.99986,Southern Metropolitan,10579.0
Brunswick,204/34 Union St,2,u,870000.0,SP,Jellis,2017-09-03,5.2,3056.0,2.0,1.0,1.0,2673.0,75.0,2010.0,Moreland City Council,-37.77379,144.9585,Northern Metropolitan,11918.0
Brunswick,39 Wilkinson St,2,h,800000.0,VB,hockingstuart,2017-09-03,5.2,3056.0,2.0,1.0,0.0,140.0,90.0,1890.0,Moreland City Council,-37.76806,144.9598,Northern Metropolitan,11918.0
